num_doc_cli,cod_tipo_doc_cli,cod_ejec_bco,num_doc_gte_inv,cod_gte_inv
3290894372716220399,1,7811764948898515702,543652078464422910,5252392337476504212
8545592090635549550,1,7811764948898515702,543652078464422910,5252392337476504212
234518086221508422,1,7811764948898515702,543652078464422910,5252392337476504212
4409873101907930690,1,7811764948898515702,543652078464422910,5252392337476504212
3648873106617309672,1,7811764948898515702,543652078464422910,5252392337476504212
74957600974539869,1,7811764948898515702,543652078464422910,5252392337476504212
1005761946940512160,1,7811764948898515702,543652078464422910,5252392337476504212
6566100381758926706,1,7811764948898515702,543652078464422910,5252392337476504212
9003796448146753582,1,7811764948898515702,543652078464422910,5252392337476504212
2247708837027864067,1,7811764948898515702,543652078464422910,5252392337476504212
8019923061004308607,1,7811764948898515702,543652078464422910,5252392337476504212
3302639413499027580,1,7811764948898515702,543652078464422910,5252392337476504212
6200156570551070098,1,7811764948898515702,543652078464422910,5252392337476504212
4739040408432366567,3,7811764948898515702,543652078464422910,5252392337476504212
1258150413309101608,1,7811764948898515702,543652078464422910,5252392337476504212
7196955896198671515,1,7811764948898515702,543652078464422910,5252392337476504212
6333802724734020075,1,7811764948898515702,543652078464422910,5252392337476504212
4213917122037445517,1,7811764948898515702,543652078464422910,5252392337476504212
3341828602853021077,1,7811764948898515702,543652078464422910,5252392337476504212
8858189700432009268,1,7811764948898515702,543652078464422910,5252392337476504212
2852754473112059324,1,7811764948898515702,543652078464422910,5252392337476504212
2568046700460767563,3,7811764948898515702,543652078464422910,5252392337476504212
3211717069128502468,1,7811764948898515702,543652078464422910,5252392337476504212
1138698119147489152,1,7811764948898515702,543652078464422910,5252392337476504212
366719971113292533,3,7811764948898515702,543652078464422910,5252392337476504212
7797208684149145869,1,7811764948898515702,543652078464422910,5252392337476504212
4460361522612140638,1,7811764948898515702,543652078464422910,5252392337476504212
2364646667282679534,1,7811764948898515702,543652078464422910,5252392337476504212
5397671034731507728,1,7811764948898515702,543652078464422910,5252392337476504212
557754641261118944,1,7811764948898515702,543652078464422910,5252392337476504212
6957747946963666879,1,7811764948898515702,543652078464422910,5252392337476504212
7950181757283020580,1,7811764948898515702,543652078464422910,5252392337476504212
6558220373252252801,1,7811764948898515702,543652078464422910,5252392337476504212
2550608646715497065,1,7811764948898515702,543652078464422910,5252392337476504212
4667251934334778372,1,7811764948898515702,543652078464422910,5252392337476504212
8910231140578710739,1,7811764948898515702,543652078464422910,5252392337476504212
2058188584317240476,1,7811764948898515702,543652078464422910,5252392337476504212
3650232397859637201,1,7811764948898515702,543652078464422910,5252392337476504212
7334146194632866911,1,7811764948898515702,543652078464422910,5252392337476504212
2086076479292954511,1,7811764948898515702,543652078464422910,5252392337476504212
4897610296543001108,1,7811764948898515702,543652078464422910,5252392337476504212
359049572395412989,1,7811764948898515702,543652078464422910,5252392337476504212
4286645829656568873,3,7811764948898515702,543652078464422910,5252392337476504212
6205059819924258077,1,7811764948898515702,543652078464422910,5252392337476504212
3203126522051952504,1,7811764948898515702,543652078464422910,5252392337476504212
1359449328448009860,1,7811764948898515702,543652078464422910,5252392337476504212
2110995815474712443,1,7811764948898515702,543652078464422910,5252392337476504212
7161604900947850195,1,7811764948898515702,543652078464422910,5252392337476504212
8405316165572679899,1,7811764948898515702,543652078464422910,5252392337476504212
6200375135080658756,1,7811764948898515702,543652078464422910,5252392337476504212
6278408886285274455,1,7811764948898515702,543652078464422910,5252392337476504212
2989824970926350001,1,7811764948898515702,543652078464422910,5252392337476504212
4940265075092892888,1,7811764948898515702,543652078464422910,5252392337476504212
3508774379291677964,1,7811764948898515702,543652078464422910,5252392337476504212
2806066817521637972,1,7811764948898515702,543652078464422910,5252392337476504212
5333921782446760766,1,7811764948898515702,543652078464422910,5252392337476504212
5461619923784512204,1,7811764948898515702,543652078464422910,5252392337476504212
6393199968182439632,1,7811764948898515702,543652078464422910,5252392337476504212
2160228024543304125,1,7811764948898515702,543652078464422910,5252392337476504212
6485749985365890603,1,7811764948898515702,543652078464422910,5252392337476504212
861770734727937952,1,7811764948898515702,543652078464422910,5252392337476504212
8725651026855372783,1,7811764948898515702,543652078464422910,5252392337476504212
357938389316588340,1,7811764948898515702,543652078464422910,5252392337476504212
4714503303471388123,1,7811764948898515702,543652078464422910,5252392337476504212
4608293618984746403,1,7811764948898515702,543652078464422910,5252392337476504212
332480021097550858,1,7811764948898515702,543652078464422910,5252392337476504212
560201816038642412,1,7811764948898515702,543652078464422910,5252392337476504212
1602650481967756449,1,7811764948898515702,543652078464422910,5252392337476504212
5022689691452859268,2,7811764948898515702,543652078464422910,5252392337476504212
223868510453060520,1,7811764948898515702,543652078464422910,5252392337476504212
2621642422480428040,1,7811764948898515702,543652078464422910,5252392337476504212
2295403336127634419,1,7811764948898515702,543652078464422910,5252392337476504212
8188224396647619053,1,7811764948898515702,543652078464422910,5252392337476504212
4612302294968354553,3,7811764948898515702,543652078464422910,5252392337476504212
1588392463649535098,1,7811764948898515702,543652078464422910,5252392337476504212
8795207530394093695,1,7811764948898515702,543652078464422910,5252392337476504212
3365325434525800131,1,7811764948898515702,543652078464422910,5252392337476504212
8078634902871489656,1,7811764948898515702,543652078464422910,5252392337476504212
8776122110914860517,1,7811764948898515702,543652078464422910,5252392337476504212
5061616354903033826,1,7811764948898515702,543652078464422910,5252392337476504212
1814654136677684938,1,7811764948898515702,543652078464422910,5252392337476504212
6440727302791245082,1,7811764948898515702,543652078464422910,5252392337476504212
8117136450800161276,1,7811764948898515702,543652078464422910,5252392337476504212
9056676537582135006,1,7811764948898515702,543652078464422910,5252392337476504212
6578604149841913462,1,7811764948898515702,543652078464422910,5252392337476504212
3516631471616193858,1,7811764948898515702,543652078464422910,5252392337476504212
6385038978088571357,1,1995058301872053705,7745895991753920627,6393060264697452315
2524751818146421098,1,1995058301872053705,7745895991753920627,6393060264697452315
1790400175262784252,1,1995058301872053705,7745895991753920627,6393060264697452315
5703336090961861137,1,1995058301872053705,7745895991753920627,6393060264697452315
3770780109253300987,1,1995058301872053705,7745895991753920627,6393060264697452315
3244933614929823705,1,1995058301872053705,7745895991753920627,6393060264697452315
23624394557468283,1,1995058301872053705,7745895991753920627,6393060264697452315
1290917385235198577,1,1995058301872053705,7745895991753920627,6393060264697452315
3798372655162780703,1,1995058301872053705,7745895991753920627,6393060264697452315
5607843343989487215,1,1995058301872053705,7745895991753920627,6393060264697452315
8238883977018204739,1,1995058301872053705,7745895991753920627,6393060264697452315
1461731435884695853,1,1995058301872053705,7745895991753920627,6393060264697452315
7586347813374367280,1,1995058301872053705,7745895991753920627,6393060264697452315
6476017306541407719,1,1995058301872053705,7745895991753920627,6393060264697452315
9091935706791093312,1,1995058301872053705,7745895991753920627,6393060264697452315
1368980347648157414,1,1995058301872053705,7745895991753920627,6393060264697452315
1613502570700343162,1,1995058301872053705,7745895991753920627,6393060264697452315
9221012431824416446,1,1995058301872053705,7745895991753920627,6393060264697452315
2039793820695522290,3,1995058301872053705,7745895991753920627,6393060264697452315
4021289719548829602,1,1995058301872053705,7745895991753920627,6393060264697452315
8597984248820011513,1,1995058301872053705,7745895991753920627,6393060264697452315
266738939029549942,1,1995058301872053705,7745895991753920627,6393060264697452315
488569966884720920,1,1995058301872053705,7745895991753920627,6393060264697452315
3648498958226510669,1,1995058301872053705,7745895991753920627,6393060264697452315
1671960100181334161,1,1995058301872053705,7745895991753920627,6393060264697452315
4248782127474758004,1,1995058301872053705,7745895991753920627,6393060264697452315
5997165284545346812,1,1995058301872053705,7745895991753920627,6393060264697452315
4760260444177406888,1,1995058301872053705,7745895991753920627,6393060264697452315
7429923655455771572,1,1995058301872053705,7745895991753920627,6393060264697452315
7121117848774970439,1,1995058301872053705,7745895991753920627,6393060264697452315
9118394646789655323,1,1995058301872053705,7745895991753920627,6393060264697452315
3567414742632112327,1,1995058301872053705,7745895991753920627,6393060264697452315
1148442626067637148,1,1995058301872053705,7745895991753920627,6393060264697452315
4514960659878140129,1,1995058301872053705,7745895991753920627,6393060264697452315
4589822239322551293,1,1995058301872053705,7745895991753920627,6393060264697452315
3308790623238052889,1,1995058301872053705,7745895991753920627,6393060264697452315
3059524374489474473,1,1995058301872053705,7745895991753920627,6393060264697452315
7853376425813797936,1,1995058301872053705,7745895991753920627,6393060264697452315
2222998765870126574,1,1995058301872053705,7745895991753920627,6393060264697452315
5810814160683910367,1,1995058301872053705,7745895991753920627,6393060264697452315
4884937023664869203,1,1995058301872053705,7745895991753920627,6393060264697452315
7769554107697355305,1,1995058301872053705,7745895991753920627,6393060264697452315
1757182848313735072,1,1995058301872053705,7745895991753920627,6393060264697452315
6943360288542482463,1,1995058301872053705,7745895991753920627,6393060264697452315
294528145766582857,1,1995058301872053705,7745895991753920627,6393060264697452315
4988188545113995531,1,1995058301872053705,7745895991753920627,6393060264697452315
2642358014009552077,2,1995058301872053705,7745895991753920627,6393060264697452315
4289529686990720661,1,1995058301872053705,7745895991753920627,6393060264697452315
5980004062608624180,1,1995058301872053705,7745895991753920627,6393060264697452315
1210842641115407692,1,1995058301872053705,7745895991753920627,6393060264697452315
4688985539322609720,1,1995058301872053705,7745895991753920627,6393060264697452315
4079920525624788107,1,1995058301872053705,7745895991753920627,6393060264697452315
5896798075534407178,1,1995058301872053705,7745895991753920627,6393060264697452315
5934108499685889737,1,1995058301872053705,7745895991753920627,6393060264697452315
3825988076752129723,1,1995058301872053705,7745895991753920627,6393060264697452315
9058977098193448168,1,1995058301872053705,7745895991753920627,6393060264697452315
7005885742173477025,1,1995058301872053705,7745895991753920627,6393060264697452315
6455023138823182611,1,1995058301872053705,7745895991753920627,6393060264697452315
2592513291777526434,1,1995058301872053705,7745895991753920627,6393060264697452315
2493926136386373244,1,1995058301872053705,7745895991753920627,6393060264697452315
1822520422880397957,1,1995058301872053705,7745895991753920627,6393060264697452315
4301835286108127611,1,1995058301872053705,7745895991753920627,6393060264697452315
5427296916285116918,1,1995058301872053705,7745895991753920627,6393060264697452315
3976623513668335619,1,1995058301872053705,7745895991753920627,6393060264697452315
6502859166300163776,1,1995058301872053705,7745895991753920627,6393060264697452315
3170524485308287104,1,1995058301872053705,7745895991753920627,6393060264697452315
4710899970282811106,1,1995058301872053705,7745895991753920627,6393060264697452315
5109166151863831576,1,1995058301872053705,7745895991753920627,6393060264697452315
8235453834131698599,1,1995058301872053705,7745895991753920627,6393060264697452315
386649418676777266,1,1995058301872053705,7745895991753920627,6393060264697452315
2697293831981783729,1,1995058301872053705,7745895991753920627,6393060264697452315
2491856018499473010,1,1995058301872053705,7745895991753920627,6393060264697452315
329068593434623325,1,1995058301872053705,7745895991753920627,6393060264697452315
6227584181081411938,1,1995058301872053705,7745895991753920627,6393060264697452315
3747925316862351412,1,1995058301872053705,7745895991753920627,6393060264697452315
3000949511310718307,1,1995058301872053705,7745895991753920627,6393060264697452315
5598272875530768793,1,1995058301872053705,7745895991753920627,6393060264697452315
22737908883400184,1,1995058301872053705,7745895991753920627,6393060264697452315
510032268609434333,1,1995058301872053705,7745895991753920627,6393060264697452315
47259161340944956,1,1995058301872053705,7745895991753920627,6393060264697452315
2923434465679938992,1,1995058301872053705,7745895991753920627,6393060264697452315
6111448674624045856,1,1995058301872053705,7745895991753920627,6393060264697452315
2545594668736037346,1,1995058301872053705,7745895991753920627,6393060264697452315
4690484744326274321,1,1995058301872053705,7745895991753920627,6393060264697452315
7232793757610541489,1,1995058301872053705,7745895991753920627,6393060264697452315
1237194868403164456,1,1995058301872053705,7745895991753920627,6393060264697452315
5723303335068110131,1,1995058301872053705,7745895991753920627,6393060264697452315
8487895774445688582,1,1995058301872053705,7745895991753920627,6393060264697452315
8905530494969854776,1,1995058301872053705,7745895991753920627,6393060264697452315
9208021933211355603,1,1995058301872053705,7745895991753920627,6393060264697452315
8329133441260341807,1,1995058301872053705,7745895991753920627,6393060264697452315
333094693284204937,1,1995058301872053705,7745895991753920627,6393060264697452315
5307344930134535067,1,1995058301872053705,7745895991753920627,6393060264697452315
7782585540994937793,1,1995058301872053705,7745895991753920627,6393060264697452315
3455433783195317619,1,1995058301872053705,7745895991753920627,6393060264697452315
655046667871493046,1,1995058301872053705,7745895991753920627,6393060264697452315
7935946278601718287,1,1995058301872053705,7745895991753920627,6393060264697452315
6105263885316001998,1,1995058301872053705,7745895991753920627,6393060264697452315
2512767862097830819,1,1995058301872053705,7745895991753920627,6393060264697452315
1090571488330210999,1,1995058301872053705,7745895991753920627,6393060264697452315
8892589281669782890,1,1995058301872053705,7745895991753920627,6393060264697452315
1629790100635607497,1,1995058301872053705,7745895991753920627,6393060264697452315
2026954557174699491,1,1995058301872053705,7745895991753920627,6393060264697452315
345590074266459816,1,1995058301872053705,7745895991753920627,6393060264697452315
1406036112372926870,1,1995058301872053705,7745895991753920627,6393060264697452315
1035044305558240968,1,1995058301872053705,7745895991753920627,6393060264697452315
1853636642072997003,1,1995058301872053705,7745895991753920627,6393060264697452315
651051791486845849,1,1995058301872053705,7745895991753920627,6393060264697452315
3541298262020237865,1,1995058301872053705,7745895991753920627,6393060264697452315
1737401654268244900,1,1995058301872053705,7745895991753920627,6393060264697452315
7599728479767499204,1,1995058301872053705,7745895991753920627,6393060264697452315
9103398850367132862,1,1995058301872053705,7745895991753920627,6393060264697452315
5796331557978697452,1,1995058301872053705,7745895991753920627,6393060264697452315
8171249636158565384,1,1995058301872053705,7745895991753920627,6393060264697452315
3318738934357626751,1,1995058301872053705,7745895991753920627,6393060264697452315
7000071047687591797,1,1995058301872053705,7745895991753920627,6393060264697452315
7138432719438592874,1,1995058301872053705,7745895991753920627,6393060264697452315
752200844195608344,1,1995058301872053705,7745895991753920627,6393060264697452315
1537920915377114584,1,1995058301872053705,7745895991753920627,6393060264697452315
6118246600409000983,1,1995058301872053705,7745895991753920627,6393060264697452315
6236995455114451320,1,1995058301872053705,7745895991753920627,6393060264697452315
2102298279299440164,1,1995058301872053705,7745895991753920627,6393060264697452315
2143338065015279993,1,1995058301872053705,7745895991753920627,6393060264697452315
2544963693978324118,1,1995058301872053705,7745895991753920627,6393060264697452315
1791037044515629389,2,1995058301872053705,7745895991753920627,6393060264697452315
2575093294054058293,1,1995058301872053705,7745895991753920627,6393060264697452315
813631379715368518,1,1995058301872053705,7745895991753920627,6393060264697452315
6148192591931225614,1,1995058301872053705,7745895991753920627,6393060264697452315
2037215991992807687,1,1995058301872053705,7745895991753920627,6393060264697452315
2859413855059197977,3,1995058301872053705,7745895991753920627,6393060264697452315
2777314761326779999,1,1995058301872053705,7745895991753920627,6393060264697452315
4756593386611448941,1,1995058301872053705,7745895991753920627,6393060264697452315
8360890581608445512,1,1995058301872053705,7745895991753920627,6393060264697452315
3189747778239470349,1,1995058301872053705,7745895991753920627,6393060264697452315
6502509618617117189,1,1995058301872053705,7745895991753920627,6393060264697452315
416340048862227778,1,1995058301872053705,7745895991753920627,6393060264697452315
4308651288072286475,1,1995058301872053705,7745895991753920627,6393060264697452315
7329668003380017849,1,1995058301872053705,7745895991753920627,6393060264697452315
4622750799388676579,1,1995058301872053705,7745895991753920627,6393060264697452315
3959496373008574509,1,1995058301872053705,7745895991753920627,6393060264697452315
2207648962771031949,1,1995058301872053705,7745895991753920627,6393060264697452315
8850563963041896696,1,1995058301872053705,7745895991753920627,6393060264697452315
4797343985018620819,1,1995058301872053705,7745895991753920627,6393060264697452315
1633353065634049209,1,1995058301872053705,7745895991753920627,6393060264697452315
9150868203214125508,1,1995058301872053705,7745895991753920627,6393060264697452315
5570793252341398176,1,1995058301872053705,7745895991753920627,6393060264697452315
5096685208565284507,1,1995058301872053705,7745895991753920627,6393060264697452315
3097277255494705947,1,1995058301872053705,7745895991753920627,6393060264697452315
3256902662064716744,1,1995058301872053705,7745895991753920627,6393060264697452315
4245167259342335449,1,1995058301872053705,7745895991753920627,6393060264697452315
5416153976285361245,1,1995058301872053705,7745895991753920627,6393060264697452315
7323050886061221575,1,5487055629722014325,5317035587091186429,2733424828101944214
4591638646438468884,1,5487055629722014325,5317035587091186429,2733424828101944214
7477578282721463252,1,5487055629722014325,5317035587091186429,2733424828101944214
3620531468533113213,1,5487055629722014325,5317035587091186429,2733424828101944214
2429965490481078785,1,5487055629722014325,5317035587091186429,2733424828101944214
620655537384550573,1,5487055629722014325,5317035587091186429,2733424828101944214
8175151491700447505,1,5487055629722014325,5317035587091186429,2733424828101944214
162401949234005128,1,5487055629722014325,5317035587091186429,2733424828101944214
7335545882517049495,1,5487055629722014325,5317035587091186429,2733424828101944214
4092524831890164546,1,5487055629722014325,5317035587091186429,2733424828101944214
988534871682248604,1,5487055629722014325,5317035587091186429,2733424828101944214
8467672746036442884,1,5487055629722014325,5317035587091186429,2733424828101944214
6619821401268291139,1,5487055629722014325,5317035587091186429,2733424828101944214
2435266077012219991,1,5487055629722014325,5317035587091186429,2733424828101944214
5878467417648778224,1,5487055629722014325,5317035587091186429,2733424828101944214
7727581341677370264,1,5487055629722014325,5317035587091186429,2733424828101944214
6610021372018793029,1,5487055629722014325,5317035587091186429,2733424828101944214
7707663514714261674,1,5487055629722014325,5317035587091186429,2733424828101944214
6806070317687128130,1,5487055629722014325,5317035587091186429,2733424828101944214
6171600699598318050,1,5487055629722014325,5317035587091186429,2733424828101944214
4074980353802231039,1,5487055629722014325,5317035587091186429,2733424828101944214
1349439497617326501,1,5487055629722014325,5317035587091186429,2733424828101944214
3878776606885764489,1,5487055629722014325,5317035587091186429,2733424828101944214
1810969308887046989,1,5487055629722014325,5317035587091186429,2733424828101944214
3778025962173832794,1,5487055629722014325,5317035587091186429,2733424828101944214
8495252341297041194,1,5487055629722014325,5317035587091186429,2733424828101944214
563045006121419680,1,5487055629722014325,5317035587091186429,2733424828101944214
8424670484299312844,1,5487055629722014325,5317035587091186429,2733424828101944214
6664714881531959323,1,5487055629722014325,5317035587091186429,2733424828101944214
1015498394492038487,1,5487055629722014325,5317035587091186429,2733424828101944214
3488870454961857023,1,5487055629722014325,5317035587091186429,2733424828101944214
2907293699198901357,1,5487055629722014325,5317035587091186429,2733424828101944214
6063755657797896848,1,5487055629722014325,5317035587091186429,2733424828101944214
7479776623231458764,1,5487055629722014325,5317035587091186429,2733424828101944214
1791704659903746084,1,5487055629722014325,5317035587091186429,2733424828101944214
7423908079726208418,1,5487055629722014325,5317035587091186429,2733424828101944214
2933789204780156544,1,5487055629722014325,5317035587091186429,2733424828101944214
262366344510883717,1,5487055629722014325,5317035587091186429,2733424828101944214
3532516100830334923,1,5487055629722014325,5317035587091186429,2733424828101944214
5160707368819388796,1,5487055629722014325,5317035587091186429,2733424828101944214
2918093100128866236,1,5487055629722014325,5317035587091186429,2733424828101944214
428848408819960914,1,5487055629722014325,5317035587091186429,2733424828101944214
5511950299791802130,1,5487055629722014325,5317035587091186429,2733424828101944214
424177616563076733,1,5487055629722014325,5317035587091186429,2733424828101944214
1490135537811097721,1,5487055629722014325,5317035587091186429,2733424828101944214
3746067741802740104,1,5487055629722014325,5317035587091186429,2733424828101944214
7593916313703857533,1,5487055629722014325,5317035587091186429,2733424828101944214
1891198808170457505,1,5487055629722014325,5317035587091186429,2733424828101944214
5415621619009324144,1,5487055629722014325,5317035587091186429,2733424828101944214
8353144278478309608,1,5487055629722014325,5317035587091186429,2733424828101944214
4585733990814539537,1,5487055629722014325,5317035587091186429,2733424828101944214
1319975387974763196,1,5487055629722014325,5317035587091186429,2733424828101944214
6286551079068134971,3,5487055629722014325,5317035587091186429,2733424828101944214
340645361625860485,1,5487055629722014325,5317035587091186429,2733424828101944214
4856002615452647998,1,5487055629722014325,5317035587091186429,2733424828101944214
4010463213685170368,1,5487055629722014325,5317035587091186429,2733424828101944214
2133339928988708352,1,5487055629722014325,5317035587091186429,2733424828101944214
7104233887284705204,1,5487055629722014325,5317035587091186429,2733424828101944214
6567145449746692496,1,5487055629722014325,5317035587091186429,2733424828101944214
9083584226773264113,1,5487055629722014325,5317035587091186429,2733424828101944214
1152266521453302393,1,5487055629722014325,5317035587091186429,2733424828101944214
6082234302074583534,1,5487055629722014325,5317035587091186429,2733424828101944214
5315743024895683515,1,5487055629722014325,5317035587091186429,2733424828101944214
8490785886685341051,1,5487055629722014325,5317035587091186429,2733424828101944214
4630284905771454689,1,5487055629722014325,5317035587091186429,2733424828101944214
539062163847656455,1,5487055629722014325,5317035587091186429,2733424828101944214
6644149412290807017,1,5487055629722014325,5317035587091186429,2733424828101944214
3961814966151257125,1,5487055629722014325,5317035587091186429,2733424828101944214
1657927072354052977,1,5487055629722014325,5317035587091186429,2733424828101944214
7535000502902132928,1,5487055629722014325,5317035587091186429,2733424828101944214
1789660401199104489,1,5487055629722014325,5317035587091186429,2733424828101944214
8630196525104434805,1,5487055629722014325,5317035587091186429,2733424828101944214
8062646951031408229,1,5487055629722014325,5317035587091186429,2733424828101944214
6484275674766616301,1,5487055629722014325,5317035587091186429,2733424828101944214
455969423163967298,1,5487055629722014325,5317035587091186429,2733424828101944214
9107588411941737598,1,5487055629722014325,5317035587091186429,2733424828101944214
9142907549267345341,1,5487055629722014325,5317035587091186429,2733424828101944214
6047548509362771450,1,5487055629722014325,5317035587091186429,2733424828101944214
167348456783486100,1,5487055629722014325,5317035587091186429,2733424828101944214
4277894024802522951,1,5487055629722014325,5317035587091186429,2733424828101944214
1926564111054389785,1,5487055629722014325,5317035587091186429,2733424828101944214
787457613433602195,1,5487055629722014325,5317035587091186429,2733424828101944214
7292376847235912042,1,5487055629722014325,5317035587091186429,2733424828101944214
1629516564858181124,1,5487055629722014325,5317035587091186429,2733424828101944214
2280746687801586285,1,5487055629722014325,5317035587091186429,2733424828101944214
839579001724507641,1,5487055629722014325,5317035587091186429,2733424828101944214
8910331968586163824,1,5487055629722014325,5317035587091186429,2733424828101944214
8818319624076243128,1,5487055629722014325,5317035587091186429,2733424828101944214
2554176030385596445,1,5487055629722014325,5317035587091186429,2733424828101944214
5031419533898800064,1,5487055629722014325,5317035587091186429,2733424828101944214
2545800021297226710,1,5487055629722014325,5317035587091186429,2733424828101944214
5951355810350071404,1,5487055629722014325,5317035587091186429,2733424828101944214
4216253523201458105,1,5487055629722014325,5317035587091186429,2733424828101944214
9128425867713035113,1,5487055629722014325,5317035587091186429,2733424828101944214
4978137467115788385,1,5487055629722014325,5317035587091186429,2733424828101944214
2298457547507643104,1,5487055629722014325,5317035587091186429,2733424828101944214
1365881776466279532,1,5487055629722014325,5317035587091186429,2733424828101944214
2161019069053318477,1,5487055629722014325,5317035587091186429,2733424828101944214
7673005107560147398,1,5487055629722014325,5317035587091186429,2733424828101944214
833748568514823956,1,5487055629722014325,5317035587091186429,2733424828101944214
7680261335942355872,1,5487055629722014325,5317035587091186429,2733424828101944214
1870491466948029944,1,5487055629722014325,5317035587091186429,2733424828101944214
4092681720985839456,1,5487055629722014325,5317035587091186429,2733424828101944214
4754376361035951952,1,5487055629722014325,5317035587091186429,2733424828101944214
4600062640731743384,1,5487055629722014325,5317035587091186429,2733424828101944214
4700337718193703627,1,5487055629722014325,5317035587091186429,2733424828101944214
4549096846396177214,1,5487055629722014325,5317035587091186429,2733424828101944214
631734750437198952,1,5487055629722014325,5317035587091186429,2733424828101944214
8094846989918037530,1,5487055629722014325,5317035587091186429,2733424828101944214
5683154832091965412,1,5487055629722014325,5317035587091186429,2733424828101944214
3760076420932324353,1,5487055629722014325,5317035587091186429,2733424828101944214
1569597025893940776,1,5487055629722014325,5317035587091186429,2733424828101944214
4109952905063310185,1,5487055629722014325,5317035587091186429,2733424828101944214
7123379535930392215,1,5487055629722014325,5317035587091186429,2733424828101944214
6090912119078654030,1,5487055629722014325,5317035587091186429,2733424828101944214
5461549110767908626,1,5487055629722014325,5317035587091186429,2733424828101944214
8033896384826990011,1,5487055629722014325,5317035587091186429,2733424828101944214
5406955988152736715,1,5487055629722014325,5317035587091186429,2733424828101944214
4830256306484954296,1,5487055629722014325,5317035587091186429,2733424828101944214
4608774990576347519,1,5487055629722014325,5317035587091186429,2733424828101944214
7031761842500669781,1,5487055629722014325,5317035587091186429,2733424828101944214
6504289846434557243,1,5487055629722014325,5317035587091186429,2733424828101944214
7267881336297187708,1,5487055629722014325,5317035587091186429,2733424828101944214
520976976895888995,1,5487055629722014325,5317035587091186429,2733424828101944214
8351825205181773165,1,5487055629722014325,5317035587091186429,2733424828101944214
5061327340831526678,1,5487055629722014325,5317035587091186429,2733424828101944214
5351819857317930810,1,5487055629722014325,5317035587091186429,2733424828101944214
1350983224190414087,1,5487055629722014325,5317035587091186429,2733424828101944214
5512982789762189087,1,5487055629722014325,5317035587091186429,2733424828101944214
6663435530130437190,1,5487055629722014325,5317035587091186429,2733424828101944214
2637769630437918609,1,5487055629722014325,5317035587091186429,2733424828101944214
377478437590719875,1,5487055629722014325,5317035587091186429,2733424828101944214
8451501188262575667,1,6016359392379323233,6524484114523694421,856805249389296756
933226410122806321,1,6016359392379323233,6524484114523694421,856805249389296756
2483599639475220266,1,6016359392379323233,6524484114523694421,856805249389296756
6996761264195080497,3,6016359392379323233,6524484114523694421,856805249389296756
2653976120995944482,1,6016359392379323233,6524484114523694421,856805249389296756
189863622836313990,1,6016359392379323233,6524484114523694421,856805249389296756
2007665700759134418,1,6016359392379323233,6524484114523694421,856805249389296756
4886295548190810568,1,6016359392379323233,6524484114523694421,856805249389296756
9206538143805200051,1,6016359392379323233,6524484114523694421,856805249389296756
8780077311584758361,1,6016359392379323233,6524484114523694421,856805249389296756
2594552425840017655,1,6016359392379323233,6524484114523694421,856805249389296756
4586586792223965049,1,6016359392379323233,6524484114523694421,856805249389296756
2594886817152828006,1,6016359392379323233,6524484114523694421,856805249389296756
7159591653083307600,1,6016359392379323233,6524484114523694421,856805249389296756
9207106822161400622,1,6016359392379323233,6524484114523694421,856805249389296756
7819627946676467724,1,6016359392379323233,6524484114523694421,856805249389296756
1317193038528326065,1,6016359392379323233,6524484114523694421,856805249389296756
1890339333808284035,1,6016359392379323233,6524484114523694421,856805249389296756
7419474782433383884,1,6016359392379323233,6524484114523694421,856805249389296756
8475617174979642676,3,6016359392379323233,6524484114523694421,856805249389296756
2417895357740166834,1,6016359392379323233,6524484114523694421,856805249389296756
1780937918594863754,1,6016359392379323233,6524484114523694421,856805249389296756
6357262514959861908,1,6016359392379323233,6524484114523694421,856805249389296756
6174586141078156435,1,6016359392379323233,6524484114523694421,856805249389296756
30217414422051492,1,6016359392379323233,6524484114523694421,856805249389296756
1801346620117562423,1,6016359392379323233,6524484114523694421,856805249389296756
679442655567542299,1,6016359392379323233,6524484114523694421,856805249389296756
6826558758500287303,1,6016359392379323233,6524484114523694421,856805249389296756
1723382411252463588,1,6016359392379323233,6524484114523694421,856805249389296756
5330521116773486306,3,6016359392379323233,6524484114523694421,856805249389296756
2043994795573260397,1,6016359392379323233,6524484114523694421,856805249389296756
8089407304328404752,1,6016359392379323233,6524484114523694421,856805249389296756
134039492058249214,1,6016359392379323233,6524484114523694421,856805249389296756
306203785447879269,1,6016359392379323233,6524484114523694421,856805249389296756
1592344358924639581,1,6016359392379323233,6524484114523694421,856805249389296756
533441505977551567,1,2494713351541494980,4621193985370182472,1779618573794003570
7228862110772762518,1,2494713351541494980,4621193985370182472,1779618573794003570
7913087227633323163,1,2494713351541494980,4621193985370182472,1779618573794003570
1878136533230559183,1,2494713351541494980,4621193985370182472,1779618573794003570
757165464847358197,1,2494713351541494980,4621193985370182472,1779618573794003570
8109520612135160050,1,2494713351541494980,4621193985370182472,1779618573794003570
5521053286390421060,1,2494713351541494980,4621193985370182472,1779618573794003570
5255168643043325487,1,2494713351541494980,4621193985370182472,1779618573794003570
1552385308688593098,1,2494713351541494980,4621193985370182472,1779618573794003570
543968798815724196,1,2494713351541494980,4621193985370182472,1779618573794003570
901926218022446285,1,2494713351541494980,4621193985370182472,1779618573794003570
